Number,Summary Nr,Report ID,Fatality,NAICS,Event Description,Abstract,Keywords,End User,Project Type,Project Cost,Non building height,Fatality.1,Age,Sex,Degree of injury,occpation,Max T,Min T,Dew Max,Dew Min,Max Wind Speed,Sea Level Pressure (in),Time,Temperature,Dew Point,Humidity,Wind,Pressure,Precip.,Condition,ZipCode,State,Season,Wind Speed,Wind Gust,Latitude,Longitude,Location,Event Date,Cloudcover,Visiblity,Solar Radiation,Solar Energy,UV Index
849,107558,627510,X,238160,Employee Falls Through Skylight And His Killed,"Abstract: At 12:00 p.m. on July 16, 2018, an employee was moving sheet rock in the vicinity of a skylight. During work, a part of the employee's attire, either his shoe or pants leg, became caught. The employee lost his balance and fell through the skylight and struck a concrete floor. As a result, the employee was killed.","Keywords: Caught By, Fall, Lost Balance, Skylight",Commercial building,Other,,68,X,21,M,Fatality,Roofers: Helpers,98,72,71.0,56.0,13,28.21,11:52:00,90 °F,67 °F,46 %,S,28.21 in,0.0 in,Fair,79607,TX,Summer,9 mph,0 mph,32.4171201,-99.8245347,TX 79607,2018-07-16,,,,,
850,107015,626300,,238160,Employee Falls From Roof And Fractures Collarbone,"Abstract: At 10:30 a.m. on June 27, 2018, Employee #1, employed by a roofing company, was installing Structodek roofing board to the roof of a one-story commercial building. The board extended beyond the roof's edge. Employee #1 stepped on the board and fell, a fall height of 10 feet. Emergency services transported him to the hospital, where he was admitted and treated for a fractured collarbone.","Keywords: Board, Collarbone, Construction, Decking, Fall, Fall Protection, Fracture, Installing, Material Handling, Roof, Roofer",Commercial building,Maintenance or repair,,11,,32,M,Hospitalized injury,"Laborers, except construction",102,80,72.0,62.0,17,29.47,10:53:00,89 °F,71 °F,55 %,SW,29.46 in,0.0 in,Fair,75227,TX,Summer,8 mph,18 mph,32.7620979,-96.6828546,TX 75227,2018-06-27,,,,,
851,106047,626300,,238160,"Employee Falls Through Hole In Roof And Breaks Elbow, Wrist","Abstract: At 4:50 p.m. on May 21, 2018, Employee #1, employed by a roofing company, was sweeping debris from the roof of a one-story commercial building as part of a renovation project. He fell through a hole that measured 18 inches by 18 inches on top of the roof, a fall height of 14 feet. Emergency services were called, and Employee #1 was transported to the hospital. He was admitted and treated for fractures to his right elbow and wrist.","Keywords: Construction, Elbow, Fall, Fall Protection, Fracture, Housekeeping, Roof, Roof Opening, Work Surface, Wrist",Commercial building,Alteration or rehabilitation,,14,,22,M,Hospitalized injury,Roofers,89,69,70.0,65.0,14,29.54,16:53:00,88 °F,65 °F,46 %,VAR,29.42 in,0.0 in,Mostly Cloudy,75061,TX,Spring,5 mph,0 mph,32.8271167,-96.9636252,TX 75061,2018-05-21,,,,,
852,105794,626300,,238160,Employee Falls While Climbing Ladder And Incurs Multiple Fra,"Abstract: At 2:45 p.m. on May 17, 2018, Employee #1, employed by a roofing company, was engaged in roofing work at a multiemployer construction project, a building renovation. He was climbing a permanent roof hatch ladder when he slipped and fell to the concrete floor, a fall height of approximately 13 feet. Emergency services were called, and Employee #1 was transported to the hospital. He was admitted and treated for multiple injuries, including fractures to his right femur (thighbone), right pelvis, and multiple ribs.","Keywords: Construction, Fall, Fall Protection, Fracture, Ladder, Leg, Pelvis, Rib, Roof, Slip",Other building,Alteration or rehabilitation,,15,,20,M,Hospitalized injury,Construction laborers,93,70,65.0,59.0,14,29.42,13:53:00,89 °F,60 °F,38 %,VAR,29.38 in,0.0 in,Fair,75146,TX,Spring,6 mph,0 mph,32.5859418,-96.7798564,TX 75146,2018-05-17,,,,,
853,105827,626000,X,238160,Employee Is Killed In Fall Through Roof,"Abstract: At 10:30 a.m. on May 17, 2018, Employee #1 was placing sheet metal onto a roof. As he grabbed the next piece, the wind caught the sheet metal, causing the employee to step through the roof opening. He fell to the floor and was killed.","Keywords: Fall, Fall Protection, High Wind, Roof, Roof Opening, Sheet Metal",Commercial building,Maintenance or repair,,30,X,42,M,Fatality,Roof Repair: Sheet Metal,88,81,77.0,73.0,21,29.88,10:56:00,85 °F,75 °F,72 %,SE,29.82 in,0.0 in,Mostly Cloudy,78336,TX,Spring,18 mph,0 mph,27.9128953,-97.1571477,TX 78336,2018-05-17,,,,,
854,104679,636900,X,238160,Employee Is Killed In Fall From Ladder,"Abstract: At 7:00 a.m. on April 13, 2018, Employee #1 was using a ladder to install metal siding. He fell off of the ladder and struck his head against the concrete floor. Employee #1 was killed in the fall.","Keywords: Concrete Slab, Fall, Head, Ladder, Metal Siding, Struck Against",Commercial building,New project or new addition,,,X,61,M,Fatality,Roofers,87,70,70.0,20.0,32,29.07,07:08:00,72 °F,65 °F,78 %,S,28.98 in,0.0 in,Windy,76054,TX,Spring,24 mph,32 mph,32.8553669,-97.1772499,TX 76054,2018-04-13,,,,,
855,105519,626300,,238160,Employee Falls Through Skylight And Amputates Leg,"Abstract: At 5:15 p.m. on March 13, 2018, Employee #1, employed by a construction company, was on the roof of a building and setting up equipment in preparation for roofing repair work. He was standing near a skylight when he was struck by a gust of wind. Employee #1 fell through the skylight, a fall height of approximately 18 feet. Emergency services were called, and Employee #1 was transported to the hospital. He was admitted and treated for fall-related injuries, including the amputation of his right leg.","Keywords: Amputation, Construction, Fall, Fall Protection, Leg, Maintenance, Repair, Roof, Skylight, Struck By",Other building,Maintenance or repair,,18,,52,M,Hospitalized injury,"Laborers, except construction",64,44,36.0,22.0,14,29.83,17:53:00,64 °F,22 °F,20 %,NNE,29.72 in,0.0 in,Fair,75243,TX,Spring,14 mph,18 mph,32.9076305,-96.7500669,TX 75243,2018-03-13,,,,,
856,103333,627700,X,238160,Employee Falls Through Roof And Is Killed,"Abstract: At 2:00 p.m. on February 16, 2018, an employee was working on a flat roof, removing and replacing roofing materials. The employee fell through the roof approximately 25-30 feet, striking the ground below, and was killed.","Keywords: Fall, Roof",Commercial building,Alteration or rehabilitation,,25,X,62,M,Fatality,Roofers,79,65,67.0,60.0,14,30.03,13:53:00,78 °F,65 °F,64 %,WSW,29.98 in,0.0 in,Cloudy,73106,OK,Winter,8 mph,0 mph,35.4878992,-97.5307762,OK 73106,2018-02-16,,,,,
857,103203,627510,X,238160,Employee Falls Through Roof And Is Killed,"Abstract: At 8:00 a.m. on February 14, 2018, an employee was installing insulation and fell through the roof. The employee landed on a concrete floor below and was killed.","Keywords: Concrete Slab, Fall, Roof",Commercial building,Maintenance or repair,,22,X,29,M,Fatality,Roofers,83,47,49.0,35.0,18,27.24,08:53:00,47 °F,38 °F,71 %,SE,27.21 in,0.0 in,Fair,79765,TX,Winter,3 mph,0 mph,31.9236255,-102.3281789,TX 79765,2018-02-14,,,,,
858,103147,626600,X,238160,Employee Falls From One Roof To A Lower Level And Is Killed,"Abstract: At 11:00 a.m. on February 12, 2018, an employee was power washing a roof and fell to a lower roof, resulting in his death.","Keywords: Fall, Roof",Commercial building,Maintenance or repair,,9,X,54,M,Fatality,Roof Repair: Sheet Metal,46,36,41.0,31.0,14,30.29,10:53:00,38 °F,36 °F,93 %,NNE,30.29 in,0.0 in,Light Drizzle,77032,TX,Winter,12 mph,0 mph,29.943538,-95.3537102,TX 77032,2018-02-12,,,,,
859,105140,627510,,238160,Employee Falls Through Skylight And Breaks Ribs,"Abstract: At 1:45 p.m. on January 29, 2018, Employee #1 and Coworker #1, employed by a roofing company, were working at a multiemployer construction site, a three-story building. Employee #1 was climbing down an unsecured extension ladder. Coworker #1 did not maintain a hold on the ladder. The ladder, set on a gravel surface, slipped, and Employee #1 fell. Emergency services were called, and Employee #1 was transported to the hospital, admitted, and treated for a fractured spine.","Keywords: Back, Construction, Descending, Extension Ladder, Fall, Fracture, Roof, Roofer, Unsecured",Other building,New project or new addition,,,,35,M,Hospitalized injury,Roofers,58,23,22.0,13.0,16,26.8,13:53:00,50 °F,19 °F,29 %,SSW,26.74 in,0.0 in,Fair,79065,TX,Winter,9 mph,0 mph,35.5514416,-100.9657634,TX 79065,2018-01-29,,,,,
860,102855,627700,,238160,Employee Falls From Ladder And Fractures Back,"Abstract: At 1:30 p.m. on January 29, 2018, Employee #1, employed by a roofing company, was working at a one-story residential structure. He was on the roof when he fell through a skylight, a fall height of 10 feet. Emergency services were called, and Employee #1 was transported to the hospital, admitted, and treated for multiple fractured ribs.","Keywords: Fall, Fall Protection, Fracture, Residential Construction, Rib, Roof, Roofer, Skylight",Single family or duplex dwelling,Maintenance or repair,,10,,55,M,Hospitalized injury,Installers And Repairers,50,24,24.0,16.0,24,29.44,13:53:00,44 °F,17 °F,34 %,N,29.39 in,0.0 in,Fair,73401,OK,Winter,10 mph,0 mph,34.1771855,-97.1393256,OK 73401,2018-01-29,,,,,
861,102056,626300,X,238160,Employee Falls From Ladder To Concrete Driveway And Is Kille,"Abstract: At 12:45 p.m. on January 8, 2018, an employee was taking bundles of shingles onto a roof. The employee was climbing the ladder and fell. The employee fractured his skull on impact with the ground and was killed.","Keywords: Fall, Ladder, Roof",Single family or duplex dwelling,New project or new addition,,20,X,57,M,Fatality,Roofers: Helpers,61,43,49.0,36.0,16,29.52,12:53:00,54 °F,38 °F,55 %,N,29.50 in,0.0 in,Fair,75038,TX,Winter,15 mph,0 mph,32.8707171,-96.9782827,TX 75038,2018-01-08,,,,,
862,101432,625400,,238160,Employee Falls From Ladder And Incurs Concussion And Fractur,"Abstract: At 9:30 a.m. on December 9, 2017, Employee #1, employed by a roofing company, was engaged in roofing work at a two-story commercial building. He was climbing an 8-foot ladder when he fell, a fall height of 6 feet. Emergency services were called, and Employee #1 was transported to the hospital. He was admitted and treated for a concussion and multiple fractures.","Keywords: Building, Concussion, Construction, Fall, Fall Protection, Fracture, Ladder, Roof, Roofer",Commercial building,New project or new addition,,24,,47,M,Hospitalized injury,Roofers,67,29,34.0,27.0,17,29.8,09:53:00,47 °F,30 °F,52 %,WNW,29.71 in,0.0 in,Fair,78621,TX,Winter,8 mph,0 mph,30.3447721,-97.4057384,TX 78621,2017-12-09,,,,,
863,101741,627510,,238160,Employee Falls From Roof And Fractures Ribs,"Abstract: At 10:00 a.m. on November 19, 2017, Employee #1, employed by a roofing company, was working on the roof of a one-story commercial building. He was checking the metal siding on the roof's leading edge when he twisted in his knee pads and rolled off the roof, a fall height of 12 feet. Emergency services were called, and Employee #1 was transported to the hospital, admitted, and treated for multiple rib fractures.","Keywords: Construction, Fall, Fall Protection, Fracture, Leading Edge, PPE, Rib, Roof",Commercial building,Maintenance or repair,"$20,000,000 and over",12,,56,M,Hospitalized injury,Roofers,59,24,17.0,12.0,16,26.94,09:53:00,37 °F,16 °F,42 %,W,26.94 in,0.0 in,Partly Cloudy,79351,TX,Fall,6 mph,0 mph,32.9732053,-101.8295658,TX 79351,2017-11-19,,,,,
864,100790,626600,X,238160,Employee Falls From Roof And Is Killed,"Abstract: At 1:30 p.m. on November 8, 2017, an employee was removing and replacing roof shingles. The employee fell from the roof and was killed by blunt force trauma to the head from the impact with the ground.","Keywords: Fall, Roof",,,,,X,48,M,Fatality,Roof Repair: Sheet Metal,70,56,61.0,53.0,16,30.12,13:53:00,60 °F,53 °F,78 %,N,30.06 in,0.0 in,Cloudy,77024,TX,Fall,16 mph,0 mph,29.770606,-95.5072738,TX 77024,2017-11-08,,,,,
865,99770.02,625500,,238160,Employee Falls When Skylight And Roof Decking Collapse,"Abstract: At 2:30 a.m. on October 11, 2017, Employee #1, employed by a construction company, was engaged in roofing work at a two-story commercial building. He was removing screws from the metal decking. As Employee #1 walked to the roof's edge, the skylight and decking gave way and collapsed. Employee #1 fell and landed on grocery carts at ground level, a fall height of 11 feet. Emergency services were called, and Employee #1 was transported to the hospital. He was admitted and treated for multiple fractures.","Keywords: Construction, Decking, Fall, Fall Protection, Fracture, Repair, Roof, Roofer, Skylight, Structural Collapse",Commercial building,Maintenance or repair,,13,,21,M,Hospitalized injury,Roofers,78,60,53.0,44.0,13,29.36,02:51:00,63 °F,44 °F,50 %,NNE,29.29 in,0.0 in,Fair,78249,TX,Fall,9 mph,0 mph,29.5665643,-98.6153898,TX 78249,2017-10-11,,,,,
866,99277.02,626600,X,238160,Employee Falls From Roof And Is Killed,"Abstract: At approximately 9:00 a.m. on September 19, 2017, Employee #1 was performing roofing activities. He was conducting roofing activities on a residential roof without a fall protection system. As he worked, he lost his balance and fell approximately 12 ft onto a concrete surface. Employee #1 suffered head trauma in the fall and died.","Keywords: Fall, Fall Protection, Head, Lost Balance, Roof",Single family or duplex dwelling,Alteration or rehabilitation,"Under $50,000",12,X,30,M,Fatality,Roofers,93,74,78.0,72.0,16,29.86,08:53:00,81 °F,78 °F,91 %,SSE,29.85 in,0.0 in,Fair,77354,TX,Fall,5 mph,0 mph,30.2027488,-95.6334792,TX 77354,2017-09-19,,,,,
867,99116.02,626700,X,238160,Employee Falls 20 Feet And Is Killed,"Abstract: At 11:15 a.m. on September 18, 2017, Employee #1 was removing and replacing shingles on an existing roof. Coworkers heard screaming and found Employee #1 on the ground. The employee had fallen approximately 20 feet, suffering blunt force trauma to his abdomen and was killed.","Keywords: Fall, Fall Protection, Roof",Single family or duplex dwelling,Alteration or rehabilitation,"Under $50,000",35,X,45,M,Fatality,Roof Repar: Shingle,92,75,78.0,71.0,21,29.97,11:53:00,86 °F,78 °F,77 %,WSW,29.97 in,0.0 in,Light Rain,77063,TX,Fall,8 mph,0 mph,29.7335009,-95.5126018,TX 77063,2017-09-18,,,,,
868,98174.02,626300,,238160,"Employee Removing Shingles Falls, Incurs Multiple Fractures","Abstract: At 10:30 a.m. on August 10, 2017, Employee #1, employed by a roofing company, was removing shingles from the roof of a carport. He fell through the roof to the concrete surface below. Emergency services were called, and Employee #1 was transported to the hospital. He was admitted and treated for fractures to his knee, shoulder, and arm.","Keywords: Construction, Dismantling, Fall, Fall Protection, Material Handling, Roof, Roofer, Work Surface",Other building,Maintenance or repair,,9,,35,M,Hospitalized injury,Roofers,97,77,75.0,65.0,16,29.59,10:53:00,88 °F,73 °F,61 %,VAR,29.59 in,0.0 in,Fair,75149,TX,Summer,5 mph,0 mph,32.7709457,-96.61065,TX 75149,2017-08-10,,,,,
869,98071.02,626300,X,238160,Employee Falls From Roof And Is Killed,"Abstract: At 2:00 p.m. on August 3, 2017, an employee was removing spudding material off the roof to fix a leak. The employee fell off the roof and was killed.",Keywords: Fall,,,,,X,50,M,Fatality,Roofers,91,75,74.0,68.0,9,29.56,13:53:00,88 °F,70 °F,55 %,VAR,29.52 in,0.0 in,Mostly Cloudy,75006,TX,Summer,3 mph,0 mph,32.964815,-96.8894362,TX 75006,2017-08-03,,,,,
